npm verbose cli C:\Users\Phumeh\.nvm\versions\node\v22.19.0\bin\node.exe C:\Users\Phumeh\.nvm\versions\node\v22.19.0\bin\node_modules\npm\bin\npm-cli.js
npm info using npm@10.9.3
npm info using node@v22.19.0
npm verbose title npm install
npm verbose argv "install" "--package-lock-only" "--loglevel" "verbose"
npm http cache https://registry.npmmirror.com/vite-plugin-solid 26ms (cache hit)
npm http cache https://registry.npmmirror.com/@testing-library%2fjest-dom 77ms (cache hit)
npm http cache https://registry.npmmirror.com/solid-js 34ms (cache hit)
npm http cache https://registry.npmmirror.com/webpack 109ms (cache hit)
npm http cache https://registry.npmmirror.com/class-variance-authority 66ms (cache hit)
npm http cache https://registry.npmmirror.com/clsx 59ms (cache hit)
npm http cache https://registry.npmmirror.com/cmdk 72ms (cache hit)
npm http cache https://registry.npmmirror.com/date-fns 68ms (cache hit)
npm http cache https://registry.npmmirror.com/embla-carousel-react 120ms (cache hit)
npm http cache https://registry.npmmirror.com/input-otp 57ms (cache hit)
npm http cache https://registry.npmmirror.com/lucide-react 52ms (cache hit)
npm http cache https://registry.npmmirror.com/react-day-picker 68ms (cache hit)
npm http cache https://registry.npmmirror.com/react-resizable-panels 22ms (cache hit)
npm http cache https://registry.npmmirror.com/recharts 21ms (cache hit)
npm http cache https://registry.npmmirror.com/sonner 61ms (cache hit)
npm http cache https://registry.npmmirror.com/tailwind-merge 67ms (cache hit)
npm http cache https://registry.npmmirror.com/tailwindcss 79ms (cache hit)
npm http cache https://registry.npmmirror.com/tw-animate-css 31ms (cache hit)
npm http cache https://registry.npmmirror.com/vaul 13ms (cache hit)
npm http cache https://registry.npmmirror.com/vite-tsconfig-paths 15ms (cache hit)
npm http cache https://registry.npmmirror.com/zod 30ms (cache hit)
npm http cache https://registry.npmmirror.com/@rollup%2frollup-linux-x64-gnu 21ms (cache hit)
npm http cache https://registry.npmmirror.com/@eslint%2fjs 67ms (cache hit)
npm http cache https://registry.npmmirror.com/@vitejs%2fplugin-react 61ms (cache hit)
npm http cache https://registry.npmmirror.com/eslint 23ms (cache hit)
npm http cache https://registry.npmmirror.com/eslint-config-prettier 18ms (cache hit)
npm http cache https://registry.npmmirror.com/eslint-plugin-prettier 13ms (cache hit)
npm http cache https://registry.npmmirror.com/@types%2feslint 14ms (cache hit)
npm http cache https://registry.npmmirror.com/prettier 22ms (cache hit)
npm http cache https://registry.npmmirror.com/eslint-plugin-react-hooks 56ms (cache hit)
npm http cache https://registry.npmmirror.com/eslint-plugin-react-refresh 16ms (cache hit)
npm http cache https://registry.npmmirror.com/globals 20ms (cache hit)
npm http cache https://registry.npmmirror.com/lightningcss-wasm 69ms (cache hit)
npm http cache https://registry.npmmirror.com/typescript 154ms (cache hit)
npm http cache https://registry.npmmirror.com/typescript-eslint 36ms (cache hit)
npm http cache https://registry.npmmirror.com/unenv 45ms (cache hit)
npm http cache https://registry.npmmirror.com/ws 55ms (cache hit)
npm http cache https://registry.npmmirror.com/@cloudflare%2funenv-preset 77ms (cache hit)
npm http cache https://registry.npmmirror.com/miniflare 240ms (cache hit)
npm http cache https://registry.npmmirror.com/wrangler 579ms (cache hit)
npm http cache https://registry.npmmirror.com/esbuild 1059ms (cache hit)
npm http cache https://registry.npmmirror.com/fdir 797ms (cache hit)
npm http cache https://registry.npmmirror.com/picomatch 146ms (cache hit)
npm http cache https://registry.npmmirror.com/rollup 137ms (cache hit)
npm http cache https://registry.npmmirror.com/@standard-schema%2futils 33ms (cache hit)
npm http cache https://registry.npmmirror.com/tinyglobby 191ms (cache hit)
npm http cache https://registry.npmmirror.com/fsevents 189ms (cache hit)
npm http cache https://registry.npmmirror.com/@radix-ui%2fprimitive 46ms (cache hit)
npm http cache https://registry.npmmirror.com/@radix-ui%2freact-collection 50ms (cache hit)
npm http cache https://registry.npmmirror.com/@radix-ui%2freact-compose-refs 54ms (cache hit)
npm http cache https://registry.npmmirror.com/@radix-ui%2freact-context 61ms (cache hit)
npm http cache https://registry.npmmirror.com/@radix-ui%2freact-direction 56ms (cache hit)
npm http cache https://registry.npmmirror.com/@radix-ui%2freact-primitive 60ms (cache hit)
npm http cache https://registry.npmmirror.com/@radix-ui%2freact-id 51ms (cache hit)
npm http cache https://registry.npmmirror.com/@radix-ui%2freact-use-controllable-state 61ms (cache hit)
npm http cache https://registry.npmmirror.com/scheduler 85ms (cache hit)
npm http cache https://registry.npmmirror.com/@radix-ui%2freact-dialog 127ms (cache hit)
npm http cache https://registry.npmmirror.com/@radix-ui%2freact-use-callback-ref 143ms (cache hit)
npm http cache https://registry.npmmirror.com/@radix-ui%2freact-use-is-hydrated 46ms (cache hit)
npm http cache https://registry.npmmirror.com/@radix-ui%2freact-use-layout-effect 41ms (cache hit)
npm http cache https://registry.npmmirror.com/@radix-ui%2freact-use-previous 44ms (cache hit)
npm http cache https://registry.npmmirror.com/@radix-ui%2freact-presence 58ms (cache hit)
npm http cache https://registry.npmmirror.com/@radix-ui%2freact-use-size 52ms (cache hit)
npm http cache https://registry.npmmirror.com/@radix-ui%2freact-presence 48ms (cache hit)
npm http cache https://registry.npmmirror.com/@radix-ui%2freact-menu 52ms (cache hit)
npm http cache https://registry.npmmirror.com/aria-hidden 59ms (cache hit)
npm http cache https://registry.npmmirror.com/react-remove-scroll 54ms (cache hit)
npm http cache https://registry.npmmirror.com/@radix-ui%2freact-dismissable-layer 46ms (cache hit)
npm http cache https://registry.npmmirror.com/@radix-ui%2freact-focus-scope 67ms (cache hit)
npm http cache https://registry.npmmirror.com/@radix-ui%2freact-focus-guards 82ms (cache hit)
npm http cache https://registry.npmmirror.com/@radix-ui%2freact-portal 66ms (cache hit)
npm http cache https://registry.npmmirror.com/@radix-ui%2freact-portal 63ms (cache hit)
npm http cache https://registry.npmmirror.com/@radix-ui%2freact-popper 71ms (cache hit)
npm http cache https://registry.npmmirror.com/@radix-ui%2freact-roving-focus 159ms (cache hit)
npm http cache https://registry.npmmirror.com/@radix-ui%2freact-visually-hidden 171ms (cache hit)
npm http cache https://registry.npmmirror.com/@radix-ui%2freact-roving-focus 138ms (cache hit)
npm http cache https://registry.npmmirror.com/@radix-ui%2fnumber 88ms (cache hit)
npm http cache https://registry.npmmirror.com/@radix-ui%2fnumber 81ms (cache hit)
npm http cache https://registry.npmmirror.com/@radix-ui%2fnumber 34ms (cache hit)
npm http cache https://registry.npmmirror.com/@tailwindcss%2fnode 52ms (cache hit)
npm http cache https://registry.npmmirror.com/tailwindcss 190ms (cache hit)
npm http cache https://registry.npmmirror.com/@tailwindcss%2foxide 396ms (cache hit)
npm http cache https://registry.npmmirror.com/@tanstack%2fquery-core 417ms (cache hit)
npm http cache https://registry.npmmirror.com/isbot 60ms (cache hit)
npm http cache https://registry.npmmirror.com/@tanstack%2freact-store 150ms (cache hit)
npm http cache https://registry.npmmirror.com/@tanstack%2fhistory 70ms (cache hit)
npm http cache https://registry.npmmirror.com/@tanstack%2frouter-core 68ms (cache hit)
npm http cache https://registry.npmmirror.com/pathe 86ms (cache hit)
npm http cache https://registry.npmmirror.com/@tanstack%2freact-start-rsc 55ms (cache hit)
npm http cache https://registry.npmmirror.com/@tanstack%2freact-start-client 92ms (cache hit)
npm http cache https://registry.npmmirror.com/@tanstack%2freact-start-server 95ms (cache hit)
npm http cache https://registry.npmmirror.com/@tanstack%2fstart-client-core 124ms (cache hit)
npm http cache https://registry.npmmirror.com/@tanstack%2frouter-utils 172ms (cache hit)
npm http cache https://registry.npmmirror.com/@tanstack%2fstart-plugin-core 93ms (cache hit)
npm http cache https://registry.npmmirror.com/@tanstack%2fstart-server-core 69ms (cache hit)
npm http cache https://registry.npmmirror.com/@babel%2fcore 93ms (cache hit)
npm http cache https://registry.npmmirror.com/@babel%2fplugin-syntax-jsx 76ms (cache hit)
npm http cache https://registry.npmmirror.com/@babel%2fplugin-syntax-typescript 51ms (cache hit)
npm http cache https://registry.npmmirror.com/@babel%2ftemplate 53ms (cache hit)
npm http cache https://registry.npmmirror.com/@babel%2ftraverse 53ms (cache hit)
npm http cache https://registry.npmmirror.com/@babel%2ftypes 46ms (cache hit)
npm http cache https://registry.npmmirror.com/chokidar 39ms (cache hit)
npm http cache https://registry.npmmirror.com/unplugin 59ms (cache hit)
npm http cache https://registry.npmmirror.com/zod 113ms (cache hit)
npm http cache https://registry.npmmirror.com/@tanstack%2frouter-generator 259ms (cache hit)
npm http cache https://registry.npmmirror.com/@tanstack%2fvirtual-file-routes 315ms (cache hit)
npm http cache https://registry.npmmirror.com/undici-types 167ms (cache hit)
npm http cache https://registry.npmmirror.com/csstype 107ms (cache hit)
npm http cache https://registry.npmmirror.com/@babel%2fplugin-transform-react-jsx-self 69ms (cache hit)
npm http cache https://registry.npmmirror.com/@babel%2fplugin-transform-react-jsx-source 78ms (cache hit)
npm http cache https://registry.npmmirror.com/@types%2fbabel__core 44ms (cache hit)
npm http cache https://registry.npmmirror.com/@rolldown%2fpluginutils 64ms (cache hit)
npm http cache https://registry.npmmirror.com/react-refresh 104ms (cache hit)
npm http cache https://registry.npmmirror.com/embla-carousel 240ms (cache hit)
npm http cache https://registry.npmmirror.com/embla-carousel-reactive-utils 252ms (cache hit)
npm http cache https://registry.npmmirror.com/@eslint-community%2fregexpp 50ms (cache hit)
npm http cache https://registry.npmmirror.com/@eslint-community%2feslint-utils 82ms (cache hit)
npm http cache https://registry.npmmirror.com/@eslint%2fconfig-array 62ms (cache hit)
npm http cache https://registry.npmmirror.com/@eslint%2fconfig-helpers 75ms (cache hit)
npm http cache https://registry.npmmirror.com/@eslint%2fcore 79ms (cache hit)
npm http cache https://registry.npmmirror.com/@eslint%2feslintrc 75ms (cache hit)
npm http cache https://registry.npmmirror.com/@humanfs%2fnode 64ms (cache hit)
npm http cache https://registry.npmmirror.com/@eslint%2fplugin-kit 74ms (cache hit)
npm http cache https://registry.npmmirror.com/@humanwhocodes%2fmodule-importer 71ms (cache hit)
npm http cache https://registry.npmmirror.com/@humanwhocodes%2fretry 64ms (cache hit)
npm http cache https://registry.npmmirror.com/@types%2festree 66ms (cache hit)
npm http cache https://registry.npmmirror.com/ajv 68ms (cache hit)
npm http cache https://registry.npmmirror.com/chalk 78ms (cache hit)
npm http cache https://registry.npmmirror.com/cross-spawn 84ms (cache hit)
npm http cache https://registry.npmmirror.com/debug 68ms (cache hit)
npm http cache https://registry.npmmirror.com/escape-string-regexp 61ms (cache hit)
npm http cache https://registry.npmmirror.com/eslint-scope 60ms (cache hit)
npm http cache https://registry.npmmirror.com/eslint-visitor-keys 55ms (cache hit)
npm http cache https://registry.npmmirror.com/espree 68ms (cache hit)
npm http cache https://registry.npmmirror.com/esquery 68ms (cache hit)
npm http cache https://registry.npmmirror.com/esutils 71ms (cache hit)
npm http cache https://registry.npmmirror.com/fast-deep-equal 47ms (cache hit)
npm http cache https://registry.npmmirror.com/file-entry-cache 45ms (cache hit)
npm http cache https://registry.npmmirror.com/find-up 48ms (cache hit)
npm http cache https://registry.npmmirror.com/glob-parent 58ms (cache hit)
npm http cache https://registry.npmmirror.com/ignore 52ms (cache hit)
npm http cache https://registry.npmmirror.com/imurmurhash 57ms (cache hit)
npm http cache https://registry.npmmirror.com/is-glob 44ms (cache hit)
npm http cache https://registry.npmmirror.com/json-stable-stringify-without-jsonify 33ms (cache hit)
npm http cache https://registry.npmmirror.com/lodash.merge 47ms (cache hit)
npm http cache https://registry.npmmirror.com/natural-compare 46ms (cache hit)
npm http cache https://registry.npmmirror.com/minimatch 61ms (cache hit)
npm http cache https://registry.npmmirror.com/optionator 88ms (cache hit)
npm http cache https://registry.npmmirror.com/prettier-linter-helpers 78ms (cache hit)
npm http cache https://registry.npmmirror.com/synckit 90ms (cache hit)
npm http cache https://registry.npmmirror.com/@date-fns%2ftz 83ms (cache hit)
npm http cache https://registry.npmmirror.com/@tabby_ai%2fhijri-converter 100ms (cache hit)
npm http cache https://registry.npmmirror.com/date-fns-jalali 70ms (cache hit)
npm http cache https://registry.npmmirror.com/eventemitter3 146ms (cache hit)
npm http cache https://registry.npmmirror.com/lodash 147ms (cache hit)
npm http cache https://registry.npmmirror.com/react-is 100ms (cache hit)
npm http cache https://registry.npmmirror.com/react-smooth 190ms (cache hit)
npm http cache https://registry.npmmirror.com/recharts-scale 181ms (cache hit)
npm http cache https://registry.npmmirror.com/tiny-invariant 55ms (cache hit)
npm http cache https://registry.npmmirror.com/victory-vendor 50ms (cache hit)
npm http cache https://registry.npmmirror.com/@typescript-eslint%2feslint-plugin 198ms (cache hit)
npm http cache https://registry.npmmirror.com/@typescript-eslint%2futils 540ms (cache hit)
npm http cache https://registry.npmmirror.com/globrex 39ms (cache hit)
npm http cache https://registry.npmmirror.com/@typescript-eslint%2ftypescript-estree 823ms (cache hit)
npm http cache https://registry.npmmirror.com/@typescript-eslint%2fparser 675ms (cache hit)
npm http cache https://registry.npmmirror.com/tsconfck 856ms (cache hit)
npm http cache https://registry.npmmirror.com/bufferutil 14ms (cache hit)
npm http cache https://registry.npmmirror.com/utf-8-validate 14ms (cache hit)
npm http cache https://registry.npmmirror.com/workerd 19ms (cache hit)
npm http cache https://registry.npmmirror.com/@cloudflare%2fworkers-types 22ms (cache hit)
npm http cache https://registry.npmmirror.com/@cspotcode%2fsource-map-support 42ms (cache hit)
npm http cache https://registry.npmmirror.com/sharp 47ms (cache hit)
npm http cache https://registry.npmmirror.com/undici 76ms (cache hit)
npm http cache https://registry.npmmirror.com/blake3-wasm 58ms (cache hit)
npm http cache https://registry.npmmirror.com/youch 91ms (cache hit)
npm http cache https://registry.npmmirror.com/esbuild 51ms (cache hit)
npm http cache https://registry.npmmirror.com/@cloudflare%2fkv-asset-handler 38ms (cache hit)
npm http cache https://registry.npmmirror.com/path-to-regexp 74ms (cache hit)
npm http cache https://registry.npmmirror.com/rosie-skills 71ms (cache hit)
npm http cache https://registry.npmmirror.com/@types%2freact 22ms (cache hit)
npm http cache https://registry.npmmirror.com/react 34ms (cache hit)
npm http cache https://registry.npmmirror.com/react-dom 123ms (cache hit)
npm http cache https://registry.npmmirror.com/@radix-ui%2freact-use-effect-event 167ms (cache hit)
npm http cache https://registry.npmmirror.com/use-sync-external-store 146ms (cache hit)
npm http cache https://registry.npmmirror.com/@radix-ui%2freact-use-escape-keydown 49ms (cache hit)
npm http cache https://registry.npmmirror.com/tslib 58ms (cache hit)
npm http cache https://registry.npmmirror.com/react-remove-scroll-bar 63ms (cache hit)
npm http cache https://registry.npmmirror.com/use-callback-ref 63ms (cache hit)
npm http cache https://registry.npmmirror.com/react-style-singleton 70ms (cache hit)
npm http cache https://registry.npmmirror.com/use-sidecar 64ms (cache hit)
npm http cache https://registry.npmmirror.com/@floating-ui%2freact-dom 54ms (cache hit)
npm http cache https://registry.npmmirror.com/@radix-ui%2freact-arrow 64ms (cache hit)
npm http cache https://registry.npmmirror.com/@radix-ui%2freact-use-rect 72ms (cache hit)
npm http cache https://registry.npmmirror.com/@radix-ui%2frect 66ms (cache hit)
npm http cache https://registry.npmmirror.com/@floating-ui%2fdom 18ms (cache hit)
npm http cache https://registry.npmmirror.com/@floating-ui%2futils 46ms (cache hit)
npm http cache https://registry.npmmirror.com/@floating-ui%2fcore 50ms (cache hit)
npm http cache https://registry.npmmirror.com/@jridgewell%2fremapping 93ms (cache hit)
npm http cache https://registry.npmmirror.com/enhanced-resolve 103ms (cache hit)
npm http cache https://registry.npmmirror.com/magic-string 133ms (cache hit)
npm http cache https://registry.npmmirror.com/source-map-js 169ms (cache hit)
npm http cache https://registry.npmmirror.com/@tailwindcss%2foxide-android-arm64 175ms (cache hit)
npm http cache https://registry.npmmirror.com/@tailwindcss%2foxide-darwin-x64 188ms (cache hit)
npm http cache https://registry.npmmirror.com/@tailwindcss%2foxide-linux-arm64-gnu 236ms (cache hit)
npm http cache https://registry.npmmirror.com/@tailwindcss%2foxide-freebsd-x64 247ms (cache hit)
npm http cache https://registry.npmmirror.com/@tailwindcss%2foxide-darwin-arm64 235ms (cache hit)
npm http cache https://registry.npmmirror.com/@tailwindcss%2foxide-linux-arm64-musl 145ms (cache hit)
npm http cache https://registry.npmmirror.com/@tailwindcss%2foxide-linux-arm-gnueabihf 248ms (cache hit)
npm http cache https://registry.npmmirror.com/@tailwindcss%2foxide-linux-x64-musl 189ms (cache hit)
npm http cache https://registry.npmmirror.com/@tailwindcss%2foxide-wasm32-wasi 143ms (cache hit)
npm http cache https://registry.npmmirror.com/@tailwindcss%2foxide-linux-x64-gnu 263ms (cache hit)
npm http cache https://registry.npmmirror.com/@tailwindcss%2foxide-win32-x64-msvc 348ms (cache hit)
npm http cache https://registry.npmmirror.com/@tailwindcss%2foxide-win32-arm64-msvc 449ms (cache hit)
npm http cache https://registry.npmmirror.com/@jridgewell%2ftrace-mapping 94ms (cache hit)
npm http cache https://registry.npmmirror.com/graceful-fs 105ms (cache hit)
npm http cache https://registry.npmmirror.com/@jridgewell%2fgen-mapping 112ms (cache hit)
npm http cache https://registry.npmmirror.com/tapable 68ms (cache hit)
npm http cache https://registry.npmmirror.com/detect-libc 69ms (cache hit)
npm http cache https://registry.npmmirror.com/lightningcss-darwin-x64 70ms (cache hit)
npm http cache https://registry.npmmirror.com/lightningcss-linux-x64-gnu 49ms (cache hit)
npm http cache https://registry.npmmirror.com/lightningcss-win32-x64-msvc 53ms (cache hit)
npm http cache https://registry.npmmirror.com/lightningcss-win32-arm64-msvc 55ms (cache hit)
npm http cache https://registry.npmmirror.com/lightningcss-darwin-arm64 86ms (cache hit)
npm http cache https://registry.npmmirror.com/lightningcss-linux-arm64-gnu 95ms (cache hit)
npm http cache https://registry.npmmirror.com/lightningcss-linux-arm-gnueabihf 96ms (cache hit)
npm http cache https://registry.npmmirror.com/lightningcss-linux-arm64-musl 82ms (cache hit)
npm http cache https://registry.npmmirror.com/lightningcss-linux-x64-musl 73ms (cache hit)
npm http cache https://registry.npmmirror.com/lightningcss-freebsd-x64 193ms (cache hit)
npm http cache https://registry.npmmirror.com/lightningcss-android-arm64 276ms (cache hit)
npm http cache https://registry.npmmirror.com/@jridgewell%2fsourcemap-codec 336ms (cache hit)
npm http cache https://registry.npmmirror.com/@jridgewell%2fresolve-uri 47ms (cache hit)
npm http cache https://registry.npmmirror.com/@tailwindcss/oxide-wasm32-wasi/-/oxide-wasm32-wasi-4.3.0.tgz 0ms (cache hit)
npm http cache https://registry.npmmirror.com/react 28ms (cache hit)
npm http cache https://registry.npmmirror.com/react-dom 48ms (cache hit)
npm http cache https://registry.npmmirror.com/@tanstack%2fstore 32ms (cache hit)
npm http cache https://registry.npmmirror.com/seroval 36ms (cache hit)
npm http cache https://registry.npmmirror.com/cookie-es 46ms (cache hit)
npm http cache https://registry.npmmirror.com/seroval-plugins 27ms (cache hit)
npm http cache https://registry.npmmirror.com/@rspack%2fcore 33ms (cache hit)
npm http cache https://registry.npmmirror.com/@module-federation%2fruntime-tools 26ms (cache hit)
npm http cache https://registry.npmmirror.com/@swc%2fhelpers 24ms (cache hit)
npm http cache https://registry.npmmirror.com/@vitejs%2fplugin-rsc 30ms (cache hit)
npm http cache https://registry.npmmirror.com/react-server-dom-webpack 40ms (cache hit)
npm http cache https://registry.npmmirror.com/webpack 66ms (cache hit)
npm http cache https://registry.npmmirror.com/vite 217ms (cache hit)
npm http cache https://registry.npmmirror.com/@types%2fnode 39ms (cache hit)
npm http fetch GET 200 https://registry.npmmirror.com/@vitejs%2fdevtools 642ms (cache revalidated)
npm http cache https://registry.npmmirror.com/esbuild 25ms (cache hit)
npm http fetch GET 200 https://registry.npmmirror.com/react-server-dom-rspack 897ms (cache revalidated)
npm http fetch GET 200 https://registry.npmmirror.com/@babel%2fgenerator 763ms (cache revalidated)
npm http fetch GET 200 https://registry.npmmirror.com/@tanstack%2fstart-storage-context 1080ms (cache revalidated)
npm http fetch GET 200 https://registry.npmmirror.com/@babel%2fparser 874ms (cache revalidated)
npm http fetch GET 200 https://registry.npmmirror.com/ansis 591ms (cache revalidated)
npm http fetch GET 200 https://registry.npmmirror.com/@tanstack%2fstart-fn-stubs 1891ms (cache revalidated)
npm http fetch GET 200 https://registry.npmmirror.com/diff 822ms (cache revalidated)
npm http fetch GET 200 https://registry.npmmirror.com/babel-dead-code-elimination 866ms (cache revalidated)
npm http fetch GET 200 https://registry.npmmirror.com/@babel%2fcode-frame 805ms (cache revalidated)
npm http fetch GET 200 https://registry.npmmirror.com/source-map 600ms (cache revalidated)
npm http fetch GET 200 https://registry.npmmirror.com/srvx 542ms (cache revalidated)
npm http fetch GET 200 https://registry.npmmirror.com/exsolve 882ms (cache revalidated)
npm http fetch GET 200 https://registry.npmmirror.com/ufo 554ms (cache revalidated)
npm http fetch GET 200 https://registry.npmmirror.com/vitefu 557ms (cache revalidated)
npm http fetch GET 200 https://registry.npmmirror.com/xmlbuilder2 886ms (cache revalidated)
npm http fetch GET 200 https://registry.npmmirror.com/h3 569ms (cache revalidated)
npm http fetch GET 200 https://registry.npmmirror.com/fetchdts 852ms (cache revalidated)
npm http fetch GET 200 https://registry.npmmirror.com/@babel%2fhelper-module-transforms 152ms (cache revalidated)
npm http fetch GET 200 https://registry.npmmirror.com/@babel%2fhelpers 313ms (cache revalidated)
npm http fetch GET 200 https://registry.npmmirror.com/gensync 283ms (cache revalidated)
npm http fetch GET 200 https://registry.npmmirror.com/convert-source-map 599ms (cache revalidated)
npm http fetch GET 200 https://registry.npmmirror.com/@babel%2fhelper-compilation-targets 835ms (cache revalidated)
npm http fetch GET 200 https://registry.npmmirror.com/json5 282ms (cache revalidated)
npm http fetch GET 200 https://registry.npmmirror.com/@babel%2fhelper-plugin-utils 485ms (cache revalidated)
npm http fetch GET 200 https://registry.npmmirror.com/@babel%2fhelper-plugin-utils 549ms (cache revalidated)
npm http fetch GET 200 https://registry.npmmirror.com/semver 634ms (cache revalidated)
npm http fetch GET 200 https://registry.npmmirror.com/@babel%2fhelper-globals 205ms (cache revalidated)
npm http fetch GET 200 https://registry.npmmirror.com/@babel%2fhelper-string-parser 581ms (cache revalidated)
npm http fetch GET 200 https://registry.npmmirror.com/readdirp 590ms (cache revalidated)
npm http fetch GET 200 https://registry.npmmirror.com/@babel%2fhelper-validator-identifier 803ms (cache revalidated)
npm http fetch GET 200 https://registry.npmmirror.com/webpack-virtual-modules 509ms (cache revalidated)
npm http fetch GET 200 https://registry.npmmirror.com/jsesc 254ms (cache revalidated)
npm http fetch GET 200 https://registry.npmmirror.com/picocolors 274ms (cache revalidated)
npm http fetch GET 200 https://registry.npmmirror.com/js-tokens 506ms (cache revalidated)
npm http fetch GET 200 https://registry.npmmirror.com/@babel%2fcompat-data 552ms (cache revalidated)
npm http fetch GET 200 https://registry.npmmirror.com/browserslist 519ms (cache revalidated)
npm http fetch GET 200 https://registry.npmmirror.com/lru-cache 264ms (cache revalidated)
npm http fetch GET 200 https://registry.npmmirror.com/@babel%2fhelper-module-imports 106ms (cache revalidated)
